399;942;101;21;106;03.11.01.16.04;3;Hak Pakai;Baik;Tidak Bertingkat;Beton;Tanah Milik Perumdam;6 (3x2);-;01.01.11.03.24;-;06/02/2023;-;3 rumh pompa 2.jpg;Rumah Pompa 2
400;942;101;21;106;03.11.01.16.04;2;Hak Pakai;Baik;Tidak Bertingkat;Beton;Tanah Milik Perumdam;16 (4x4);-;01.01.11.03.24;-;06/02/2023;-;2 rumah pompa 1.jpg;Rumah Pompa 1
401;942;102;21;107;03.11.01.16.04;1;-;Baik;Tidak Bertingkat;Beton;-;50 (12,5x4);-;03.11.01.16.04;-;06/02/2023;-;WhatsApp Image 2021-09-14 at 13.37.46.jpeg;Rumah Pompa
402;943;102;21;107;03.11.02.01.02;4;-;Baik;Tidak Bertingkat;Beton;-;97,4 (10,5x9,15);-;03.11.02.01.02;-;06/02/2023;-;RUMAH DINAS.jpeg;Rumah Operator
403;928;102;21;107;03.11.01.16.04;3;-;Baik;Tidak Bertingkat;Beton;-;42,25 (6,5x6,5);-;01.01.11.03.24;-;06/02/2023;-;3 BAK RESSERVOIR BARU.jpeg;Bak Ressevoir Baru
404;928;102;21;107;03.11.01.16.04;2;-;Baik;Tidak Bertingkat;Beton;-;48,75 (7,5x6,5);-;01.01.11.03.24;-;06/02/2023;-;2 BAK RESSERVOIR LAMA.jpeg;Bak Ressevoir Lama
405;951;149;40;80;03.11.01.16.04;1;Pembelian;Baik;-;Beton;SPHAT;162 (18x9);Berada di dim areal lahan Cendana (luas 17.010 M2);03.11.01.16.04;-;17/07/2023;-;1 KANTOR GUDANG.jpg;Kantor Gudang
406;893;149;40;80;03.11.01.16.04;6;Pembelian;Baik;Tidak Bertingkat;Beton;SPHAT;264 (24x11);Berada di dim areal lahan Cendana (luas 17.010 M2);03.11.01.16.04;-;0001-01-01;-;6 parkir tangki.jpg;Parkir Tangki
407;31;149;40;80;03.11.01.16.04;5;Pembelian;Baik;Tidak Bertingkat;Beton;SPHAT;168 (16x10,5);Berada di dim areal lahan Cendana (luas 17.010 M2);03.11.01.16.04;-;0001-01-01;-;5 gudang SR.jpg;Gudang & Kantor SR
408;31;149;40;80;03.11.01.16.04;4;Pembelian;Baik;Tidak Bertingkat;Tidak Beton;SPHAT;450 (45x10);Berada di dim areal lahan Cendana (luas 17.010 M2);03.11.01.16.04;-;0001-01-01;-;4 gudang aksesoris.jpg;Gudang Aksesoris
409;31;149;40;80;03.11.01.16.04;3;Pembelian;Baik;Tidak Bertingkat;Tidak Beton;SPHAT;450 (45x10);Berada di dim areal lahan Cendana (luas 17.010 M2);03.11.01.16.04;-;0001-01-01;-;3 gudang perpipaan.jpg;Gudang Perpipaan
410;31;149;40;80;03.11.01.16.04;2;Pembelian;Baik;Tidak Bertingkat;Beton;SPHAT;880 (40x22);Berada di dim areal lahan Cendana (luas 17.010 M2);01.01.11.04.24;-;0001-01-01;-;2 GUDANG1 BAHAN KIMIA.jpeg;Gudang Bahan Kimia
411;942;47;20;144;01.01.13.09.01;1;Hibah;Baik;Tidak Bertingkat;Beton;Tanah Milik Perumdam;27,4 (5,6x4,9);1067;01.01.13.09.01;-;18/07/2023;Rumah Pompa Lama;1 R POMPA DIST LAMA.jpeg;IPA Bengkuring
412;1001;47;20;144;01.01.13.09.01;1;Hibah;Baik;Tidak Bertingkat;Beton;Tanah Milik Perumdam;79,1 (18,4x4,3);1067;01.01.11.03.24;-;01/01/2000;Hibah Perumnas;2 R OPERATOR.jpeg;IPA Bengkuring
413;942;47;20;144;01.01.13.09.01;1;Hibah;Baik;Tidak Bertingkat;Beton;Tanah Milik Perumdam;27,4 (5,6x4,9);1067;01.01.11.03.24;-;18/07/2023;Hibah Perumnas;1 R POMPA DIST LAMA.jpeg;IPA Bengkuring
419;951;124;43;82;03.11.01.01.02;1;Pembelian;Baik;Bertingkat;Beton;Tanah Milik Perumdam;252 (36x7);Berada dalam lahan Tirta Kencana;01.01.11.04.01;-;27/07/2023;Kantor Pusat;5. KANTOR PUSAT PERUMDAM.png;Gedung Kantor Pusat
420;951;124;43;82;03.11.01.01.02;2;Pembelian;Baik;Bertingkat;Beton;Tanah Milik Perumdam;110 (11x10);Berada dlm area lahan Tirta Kencana;01.01.11.04.01;-;27/07/2023;SDM Dan LPSE;I;Gedung SDM & LPSE
421;951;124;43;82;03.11.01.01.02;2;Pembelian;Baik;Bertingkat;Beton;Tanah Milik Perumdam;110 (11x10);Berada dlm area lahan Tirta Kencana;01.01.11.04.01;-;27/07/2023;SDM Dan LPSE;I;Gedung SDM & LPSE
422;951;124;43;82;03.11.01.01.02;3;Pembelian;Baik;Bertingkat;Beton;Tanah Milik Perumdam;66 (11x6);Berada dalam lahan Tirta Kencana;01.01.11.04.01;-;27/07/2023;Rekening Dan LPSE;IMG_20230131_112748.jpg;Gedung Rekening Dan IT
423;974;124;43;82;03.11.01.08.01;8;Pembelian;Baik;Tidak Bertingkat;Beton;Tanah Milik Perumdam;30 (6x5);Berada dlm area lahan Tirta Kencana;01.01.13.13.01;-;27/07/2023;Musholla Kantor Pusat;I;Musholla kantor Pusat
424;951;124;43;82;03.11.01.01.02;9;Pembelian;Baik;Tidak Bertingkat;Beton;Tanah Milik Perumdam;84 (14x6);Berada dalam lahan Tirta Kencana;01.01.11.04.01;-;27/07/2023;Kepatuhan Wilayah 1;IMG_20230131_112149.jpg;Gedung Kepatuhan Pelanggan Wilayah 1
425;951;124;43;82;"02	02	03	03	02";2;Pembelian;Baik;Bertingkat;Beton;Tanah Milik Perumdam;110 (11x10);Berada dalam lahan Tirta Kencana;01.01.11.04.01;-;27/07/2023;SDM Dan LPSE;IMG_20230131_112756.jpg;Gedung SDM Dan LPSE
426;951;124;43;82;03.11.01.01.02;3;Pembelian;Baik;Tidak Bertingkat;Beton;Tanah Milik Perumdam;66 (11x6);Berada dalam lahan Tirta Kencana;01.01.11.04.01;-;27/07/2023;Rekening Dan IT;IMG_20230131_112748.jpg;Gedung Rekening Dan IT
427;951;124;45;118;03.11.01.16.04;1;Pembelian;Baik;Bertingkat;Beton;Tanah Milik Perumdam;210 (15x14);Berada dalam lahan Tirta Kencana;01.01.11.03.24;-;27/07/2023;Teknik;WhatsApp Image 2023-07-27 at 15.16.22.jpeg;Gudung Kantor Teknik
428;1012;53;20;154;01.01.13.09.01;1;Penyertaan Modal;Baik;Tidak Bertingkat;Beton;HGB;601 (41,5x14,5);Berada dalam lahan Sungai Kapih;01.01.11.03.24;-;27/07/2023;IPA Sungai Kapih;WhatsApp Image 2022-06-28 at 11.26.48.jpeg;Gedung Kantor dan PBK
429;969;53;20;154;01.01.13.09.01;2;Penyertaan Modal;Baik;Tidak Bertingkat;Beton;Tanah Milik Perumdam;103 (12,3x8,3);Berada dalam lahan Sungai Kapih;01.01.11.03.24;-;27/07/2023;IPA Sungai Kapih;WhatsApp Image 2022-06-28 at 10.46.38.jpeg;Rumah Pompa Distribusi
430;1011;53;20;154;01.01.13.09.01;3;Penyertaan Modal;Baik;Bertingkat;Beton;Tanah Milik Perumdam;60 (0,5x20x6);Berada dlm area lahan IPA Sungai Kapih;01.01.11.03.24;-;27/07/2023;IPA Sungai Kapih;I;Bak Koagulasi
433;924;56;21;105;01.01.13.09.01;1;Serah Kelola;Baik;Bertingkat;;Hak Pakai;-;-;01.01.13.09.01;-;03/08/2023;Distribusi Wilayah 1;WhatsApp Image 2021-09-13 at 10.48.47 - Copy.jpeg;Booster Kenyah
434;924;56;21;108;01.01.13.09.01;1;Hibah;Baik;Tidak Bertingkat;Beton;Tanah Milik Perumdam;-;-;01.01.11.03.24;-;03/08/2023;Distribusi Wilayah 1;WhatsApp Image 2022-11-17 at 13.06.17 (2).jpeg;Booster Pembangunan
435;924;58;21;159;"02	02	03	05	01";1;Serah Kelola;Baik;Tidak Bertingkat;Beton;Hak Pakai;15;-;01.01.11.03.24;-;07/08/2023;Jl. Pangeran Suryanata;WhatsApp Image 2023-08-02 at 08.14.45.jpeg;Booster Pergudangan Bizpark
436;924;58;21;160;01.01.13.09.01;1;Serah Kelola;Baik;Bertingkat;Beton;Hak Pakai;-;-;01.01.11.03.24;-;07/08/2023;Jalan Jakarta 2;WhatsApp Image 2023-08-02 at 08.15.05.jpeg;Booster Perum Daksa
437;924;29;21;161;01.01.13.09.01;1;Serah Kelola;Baik;Tidak Bertingkat;Beton;Hak Pakai;-;-;01.01.11.03.24;-;07/08/2023;Jalan Wahid Hasyim 2;WhatsApp Image 2023-08-02 at 08.15.29 (1).jpeg;Booster Perum Solong Durian
438;924;32;21;162;01.01.13.09.01;1;Serah Kelola;Baik;Tidak Bertingkat;Beton;Hak Pakai;-;-;01.01.11.03.24;-;08/07/2023;Perum Bukit Pinang Bahari;WhatsApp Image 2023-08-02 at 08.27.11.jpeg;Booster Perum Bukit Pinang Bahari
439;928;32;21;162;03.11.01.08.01;2;Serah Kelola;Baik;Tidak Bertingkat;Beton;Hak Pakai;-;-;01.01.11.04.01;-;08/08/2023;Reservoir Booster Bukit Pinang Bahari;W;Resservoir Booster Bukit Pinang Bahari
440;924;29;21;123;"02	02	03	05	01";1;Serah Kelola;Baik;Bertingkat;Beton;Tanah Milik Perumdam;-;-;01.01.11.03.24;-;08/08/2023;Jalan Padat Karya;IMG20210913101948.jpg;Booster Perum Puspita
