1176;481;MANAGER;49;189;82;MANAGER;LENOVO;Ebonit;1;UNIT;1;0;0;0;64b8a1f50fa9aPC.jpg;-
1177;55;MANAGER;49;189;82;MANAGER;EPSON;Ebonit;1;UNIT;1;0;0;0;64b8a23333009PRINTER.jpg;-
1178;678;MANAGER;49;189;82;MANAGER;-;Ebonit;2;Array;2;0;0;0;64b8a2a259f42LEMARI.jpg;-
1179;0;0;21;0;82;0;0;0;0;0;0;0;0;0;0;0
1180;254;MANAGER;49;189;82;MANAGER;CHITOSE/BROTHER;Ebonit;3;UNIT;3;0;0;0;64b8a373d7e1cKURSI.jpg;-
1181;0;0;21;0;80;0;0;0;0;0;0;0;0;0;0;0
1182;88;OPERATOR;21;58;95;OPERATOR;LG;Ebonit;1;Array;1;0;0;0;64b8a98c69d81WhatsApp Image 2023-07-20 at 10.55.48.jpeg;-
1183;1038;OPERATOR;21;58;95;OPERATOR;SIEMENS;Besi;1;BUAH;1;0;0;0;64b8aaff93be22.jpeg;-
1184;990;POMPA DISTRIBUSI;21;57;107;Ruang Pompa;-;Besi;1;Array;1;0;0;0;64b8ab33d9605LITRIK.jpg;PANEL POMPA BARU
1185;365;OPERATOR;21;58;95;OPERATOR;-;Besi;1;BUAH;1;0;0;0;64b8ab356b8203.jpeg;-
1186;660;OPERATOR;21;58;95;OPERATOR;SIEMENS;Plastik;2;BUAH;2;0;0;0;64b8ab7698d904.jpeg;-
1187;990;POMPA DISTRIBUSI;21;57;107;Ruang Pompa;-;Besi;1;Array;1;0;0;0;64b8abbf51f26LISTRIK DOBEL.jpg;PANEL POMPA LAMA
1188;336;POMPA DISTRIBUSI;21;110;95;Ruang Pompa;TECO 110 Kw;Besi;1;;1;0;0;0;64b8abd04f3bamotor pompa teco.jpeg;-
1189;336;POMPA DISTRIBUSI;21;110;95;Ruang Pompa;ELECTRIM 125 Kw;Kayu;1;UNIT;1;0;0;0;64b8ac3a386cemotor pompa elektrim.jpeg;-
1190;1138;OPERATOR;21;58;95;OPERATOR;-;Besi;1;BUAH;1;0;0;0;64b8ac4f937175.jpeg;-
1191;507;POMPA DISTRIBUSI;21;110;95;Ruang Pompa;TORISHIMA  ETA-N 150X125-400;Besi;1;UNIT;0;1;0;0;64b8acacc8df5pompa torishima.jpeg;-
1192;992;POMPA DISTRIBUSI;21;57;107;Ruang Pompa;EBARA PUMP MODEL 80 X 65 FS4K;Besi;2;UNIT;2;0;0;0;64b8acc0de375POMPA.jpg;POMPA DISTRIBUSI BARU 
1193;507;POMPA DISTRIBUSI;21;110;95;Ruang Pompa;KSB;Besi;1;UNIT;1;0;0;0;64b8ad19be919pompa ksb.jpeg;-
1194;324;POMPA DISTRIBUSI;21;57;107;Ruang Pompa;WESTERN ELETRIC;Besi;2;UNIT;2;0;0;0;64b8adc43e069POMPA 2.jpg;MOTOR POMPA BARU 
1195;627;BOOSTER;21;111;110;BOOSTER;Sharp LED LC-24SA4100I;Ebonit;1;Array;1;0;0;0;64b8ae67a65f5IMG-20230720-WA0016.jpg;-
1196;507;POMPA DISTRIBUSI;21;57;107;Ruang Pompa;TORIISHIMA PUMP TYPE 32-200;Besi;2;Array;0;0;2;0;64b8b03162d05POMPA KECIL.jpg;POMPA DISTRIBUSI LAMA
1197;324;POMPA DISTRIBUSI;21;57;107;Ruang Pompa;TECO;Besi;2;UNIT;0;0;2;0;64b8af23ac794POMPA KECIL.jpg;MOTOR POMPA LAMA
1198;127;MANAGER;27;140;82;GEDUNG KANTOR;;Ebonit;1;UNIT;1;0;0;0;64b8af3571f4e1.jpeg;
1199;275;MANAGER;27;140;82;GEDUNG KANTOR;;Ebonit;1;UNIT;1;0;0;0;64b8af35756cc6.jpeg;
1200;217;MANAGER;27;140;82;GEDUNG KANTOR;;Ebonit;1;UNIT;1;0;0;0;64b8af3578a607.jpeg;
1201;290;MANAGER;27;140;82;GEDUNG KANTOR;;Ebonit;1;UNIT;1;0;0;0;64b8af357c4e63.jpeg;
1202;253;MANAGER;27;140;82;GEDUNG KANTOR;;Ebonit;1;UNIT;1;0;0;0;64b8af35801482.jpeg;
1203;254;BOOSTER;21;111;110;BOOSTER;Fantoni;Ebonit;1;BUAH;1;0;0;0;64b8af54a5c8aIMG-20230720-WA0018.jpg;-
1204;294;BOOSTER;21;111;110;BOOSTER;-;Kayu;1;BUAH;1;0;0;0;64b8afa13b04cIMG-20230720-WA0018.jpg;-
1205;237;BOOSTER;21;111;110;BOOSTER;"Maspion 55Watt 16""";Ebonit;1;UNIT;1;0;0;0;64b8afee0a46cLogo Perumdam.jpg;-
1206;182;POMPA DISTRIBUSI;21;110;95;Ruang Pompa;-;Karet;1;UNIT;0;1;0;0;64b8b038cdc9alogo pdam.jpeg;-
1207;181;POMPA DISTRIBUSI;21;110;95;Ruang Pompa;TOZEN;Karet;1;UNIT;1;0;0;0;64b8b038ead23logo pdam.jpeg;-
1208;173;BOOSTER;21;111;110;BOOSTER;Miyako WD-190 PH;Ebonit;1;UNIT;1;0;0;0;64b8b04073adaIMG-20230720-WA0017.jpg;-
1209;160;POMPA DISTRIBUSI;21;110;95;Ruang Pompa;-;Besi;1;BUAH;1;0;0;0;64b8b0c2d6adblogo pdam.jpeg;-
1210;159;POMPA DISTRIBUSI;21;110;95;Ruang Pompa;-;Besi;1;BUAH;1;0;0;0;64b8b0c2db58dlogo pdam.jpeg;-
1211;975;BOOSTER;21;111;110;BOOSTER;-;Besi;1;UNIT;1;0;0;0;64b8b0c3751c3IMG-20230720-WA0023.jpg;-
